Source,Target,Weight
Yume wo Misete,Obaachan Moshikashite,1.0
Yume wo Misete,Gift nor Art,1.0
Yume wo Misete,Oka Shika Chika Ika Saka,1.0
Hanabi (2022),Humming Bird,1.0
Onomatopoeia Rap: Natsu Asobi-hen,Humming Bird,1.0
Onomatopoeia Rap: Natsu Asobi-hen,Chameleon,1.0
Onomatopoeia Rap: Natsu Asobi-hen,Felicia,1.0
Driveaway feat. Sakura Fujiwara,Humming Bird,1.0
Driveaway feat. Sakura Fujiwara,Super Nova Revolu5tar,1.0
WONDER LiGHT,Humming Bird,1.0
WONDER LiGHT,Agitation!,1.0
Matasaburou,Humming Bird,1.0
Matasaburou,Minna no Douyou: Shabondama - Oyako de Utau Uta,1.0
Matasaburou,Tululu feat. Taku Inoue,1.0
Kimi no Egao,Humming Bird,1.0
Kimi no Egao,Ichiban Kirei na Hoshi,1.0
Kimi no Egao,Kawaki wo Ameku,1.0
Kimi no Egao,Te wo Tsunaide Arukou,1.0
Kimi no Egao,Hakken,1.0
Kimi no Egao,Running in the Dark,1.0
Re:Hello World,Amakamisama,1.0
Re:Hello World,Wakusei (2022),1.0
Re:Hello World,Teleport,1.0
Re:Hello World,Utakata Lullaby,1.0
Re:Hello World,Ekaki Uta,1.0
Re:Hello World,Moshi mo Inochi ga Egaketara,1.0
Tu Bian Ying Xiong Leaf,Fashion no Hajimari,1.0
Zannen Onna Kanbu Black General-san,Fashion no Hajimari,1.0
Cha A Er Zhong,Fashion no Hajimari,1.0
Chuanyue Shihun De Lilian,Fashion no Hajimari,1.0
Hachigatsu Kokonoka Nagasaki,Liu,1.0
Ittekimasu.,Gunparade Orchestra OVA,1.0
Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,Himitsukessha Taka no Tsume x Glass no Kamen desu ga,1.0
Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,Nami Xueyuan,1.0
Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,"Shironeko Project Mini Anime: Zerokiss, Ganbaru?",1.0
Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,Muzhi Ji,1.0
Chifan Shuijiao Da Dou Dou,Nami Xueyuan,1.0
Chifan Shuijiao Da Dou Dou,BanG Dream! Garupa☆Pico: Oomori,1.0
Wuliao Shi She 2nd Season,Nami Xueyuan,1.0
Wuliao Shi She 2nd Season,Gonfu Tu Yu Cai Bao Gou 2nd Season,1.0
Hepai Xuesheng Mei,Nami Xueyuan,1.0
Huayu Cheng Xing 2,Nami Xueyuan,1.0
Kakkou no Iikagen,Nami Xueyuan,1.0
Kakkou no Iikagen,"Taka no Tsume-dan Yoshida Presents ""Sengoku Taiga"" no Susume",1.0
Jue Ding,Muzhi Ji,1.0
Jue Ding,Shen Diao Shiyan Shi,1.0
Jue Ding,Kirin no Koushin,1.0
Jue Ding,"Ijiranaide, Nagatoro-san 2nd Attack Mini Anime",1.0
Candle,Eigo de Utatte Asobou,1.0
Heart Chrome feat. Anon & Kanon,Eigo de Utatte Asobou,1.0
Mozaik Role,Eigo de Utatte Asobou,1.0
Mozaik Role,Yume wo Misete,1.0
Shinshoku!! Chikyuu Zeniki Zen Ocean,Eigo de Utatte Asobou,1.0
Amakamisama,Eigo de Utatte Asobou,1.0
Amakamisama,Hiromi,1.0
Amakamisama,Re:Hello World,1.0
Ukiwa,Eigo de Utatte Asobou,1.0
Ukiwa,Baby Tayo Dong-yo 2,1.0
Seiji no Rinrika,Tarou no Banpei Senkoutei no Maki,1.0
Seiji no Rinrika,Douji,1.0
Seiji no Rinrika,Bing Shang Yu Xian,1.0
Seiji no Rinrika,Cao Chong Cheng Xiang,1.0
Seiji no Rinrika,Houzi Dian Bianpao,1.0
Seiji no Rinrika,Float,1.0
Seiji no Rinrika,Shui Mo Donghua Pian Duan,1.0
Seiji no Rinrika,Zhe Shi Yi Shou Ge,1.0
Yike Da Baicai,Cao Chong Cheng Xiang,1.0
Yike Da Baicai,Choegangjeonsa Miniteuggongdae: Yeong-ung-ui Tansaeng,1.0
Yike Da Baicai,"Senlin, Xiaoniao He Wo",1.0
Yike Da Baicai,Xiao Dan Ke,1.0
Yike Da Baicai,Xiao Shi Zhu,1.0
Yike Da Baicai,81 Hao Nongchang: Fengkuang de Mai Ji,1.0
Zhong Li,Houzi Dian Bianpao,1.0
Zhong Li,Sai Er Hao Movie 3: Zhanshen Lianmeng,1.0
Da Lie Ji,Shui Mo Donghua Pian Duan,1.0
Da Lie Ji,Xun,1.0
Da Lie Ji,Luo Bo Hui Lai Le,1.0
Da Lie Ji,Shimajirou Movie 1: Shimajirou no Daibouken - Konchuu no Kuni no Otomodachi,1.0
Da Lie Ji,Dream Collaboration Festival: DoriKora Fes. - Aikatsu! Series & Pretty Series,1.0
Da Lie Ji,Lu Dang Xiao Ying Xiong,1.0
Tonpei to Sarukichi,Shimajirou to Uzumasa Ninja Daisakusen,1.0
Tonpei to Sarukichi,Semishigure,1.0
Tonpei to Sarukichi,Xin Zhuang De Men Ling,1.0
Tonpei to Sarukichi,Shuai Xiang Lu,1.0
Xi Gua Pao,Shimajirou to Uzumasa Ninja Daisakusen,1.0
Xi Gua Pao,Shuai Xiang Lu,1.0
Xi Gua Pao,Hui Sheng: Xiao Tu Tao Tao De Gushi,1.0
Xi Gua Pao,Xiao Dan Ke,1.0
Xi Gua Pao,Nonsense Monogatari Dai 2-hen: Kaizokusen,1.0
Ai Ni,Xin Zhuang De Men Ling,1.0
Xiao Huangyou De Gushi,Xin Zhuang De Men Ling,1.0
Sai Er Hao Movie 3: Zhanshen Lianmeng,Xin Zhuang De Men Ling,1.0
Sai Er Hao Movie 3: Zhanshen Lianmeng,Zhong Li,1.0
Laozi Shuo,Xin Zhuang De Men Ling,1.0
Sameyo Yuukensha,Xin Zhuang De Men Ling,1.0
Sameyo Yuukensha,Wang,1.0
i☆Ris the Movie: Full Energy!!,Xin Zhuang De Men Ling,1.0
An Expression,"""Parade"" de Satie",1.0
Hamidashi CoroCoro,Bing Ji Chaoren Kuaidi Xia,1.0
Hamidashi CoroCoro,"Kanojo, Okarishimasu Petit 2nd Season",1.0
Hamidashi CoroCoro,Kikenshingou Goddess,1.0
Hamidashi CoroCoro,Haitoku Pistols no Kinkyuu Kaigi?,1.0
Yangguang Kafei Ting Zhi Xin You Ji,"Kanojo, Okarishimasu Petit 2nd Season",1.0
Yangguang Kafei Ting Zhi Xin You Ji,Shin Shinka no Mi Gekijou,1.0
Yangguang Kafei Ting Zhi Xin You Ji,Chain Chronicle x Mitsubishi Tokyo UFJ-VISA Debit,1.0
Yangguang Kafei Ting Zhi Xin You Ji,Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai,1.0
Yangguang Kafei Ting Zhi Xin You Ji,Roly Poly Peoples,1.0
Pure Aluminum: Sunoko-tan.,Onosaka Konishi no O+K 2.5-jigen Animation 2nd Season,1.0
Kana Kana ka na,Kyak Kyak Kyak Flamenco,1.0
Afraid To Be Cool / Raise Me Up,Kyak Kyak Kyak Flamenco,1.0
Twinkle World feat. Hatsune Miku,Kyak Kyak Kyak Flamenco,1.0
Zou da Zou,Kyak Kyak Kyak Flamenco,1.0
Zou da Zou,Shounen,1.0
Chii-chan no Himitsu,Kyak Kyak Kyak Flamenco,1.0
Smile Smile Ship Start!,Kyak Kyak Kyak Flamenco,1.0
Odoru Pompokolin,Kyak Kyak Kyak Flamenco,1.0
Odoru Pompokolin,Encore,1.0
Junky Night Town Orchestra,Kyak Kyak Kyak Flamenco,1.0
Junky Night Town Orchestra,Polka Dot,1.0
Otanjoubi Omedetou,Jakusha no Sengen,1.0
Otanjoubi Omedetou,Datte Kyou made Koiwazurai,1.0
Otanjoubi Omedetou,Sunflower,1.0
Otanjoubi Omedetou,Yakou wo Yobu,1.0
Otanjoubi Omedetou,Super Nova Revolu5tar,1.0
Otanjoubi Omedetou,Sugar Foot,1.0
Otanjoubi Omedetou,Higashi no Shima ni Kobuta ga Ita,1.0
Otanjoubi Omedetou,Drivers License,1.0
Otanjoubi Omedetou,Melody Line,1.0
Otanjoubi Omedetou,Magic,1.0
Otanjoubi Omedetou,Kokoro to Iu Na no Fukakai,1.0
Otanjoubi Omedetou,Crier,1.0
Otanjoubi Omedetou,A-ra-shi: Reborn,1.0
Nanatsu no Umi,CLAMP in Wonderland,1.0
Oyama no Taishou,CLAMP in Wonderland,1.0
Kazaguruma,CLAMP in Wonderland,1.0
Inside Night Looper,CLAMP in Wonderland,1.0
Inside Night Looper,Encore,1.0
Himitsukessha Taka no Tsume x Glass no Kamen desu ga,Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,1.0
Nami Xueyuan,Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,1.0
Nami Xueyuan,Kakkou no Iikagen,1.0
Nami Xueyuan,Chifan Shuijiao Da Dou Dou,1.0
Nami Xueyuan,Wuliao Shi She 2nd Season,1.0
Nami Xueyuan,Huayu Cheng Xing 2,1.0
Nami Xueyuan,Hepai Xuesheng Mei,1.0
Muzhi Ji,Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,1.0
Muzhi Ji,Jue Ding,1.0
"Shironeko Project Mini Anime: Zerokiss, Ganbaru?",Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,1.0
Parila,Kotae wo Dasu no Da,1.0
Bad Habits,Kotae wo Dasu no Da,1.0
We Are Us,Kotae wo Dasu no Da,1.0
Unison,Kotae wo Dasu no Da,1.0
Liella no Uta,Kotae wo Dasu no Da,1.0
Liella no Uta,Shinkai,1.0
Tsuki ni Hoeru,Kotae wo Dasu no Da,1.0
Bye Bye Rainy,Kotae wo Dasu no Da,1.0
Bye Bye Rainy,Yume wo Misete,1.0
Bye Bye Rainy,Tululu feat. Taku Inoue,1.0
Nonsense Bungaku (2022),Kotae wo Dasu no Da,1.0
From Tokyo,Kotae wo Dasu no Da,1.0
From Tokyo,Felicia,1.0
From Tokyo,Black'n White Jammin' Cats,1.0
Deko Boko Friends Uta: Boku to Kimi,Kotae wo Dasu no Da,1.0
Deko Boko Friends Uta: Boku to Kimi,Polka Dot,1.0
Deko Boko Friends Uta: Boku to Kimi,Road without Road,1.0
Deko Boko Friends Uta: Boku to Kimi,Yomadoiko,1.0
Nagisa no Brazilian,Kotae wo Dasu no Da,1.0
Nagisa no Brazilian,Daybreak Interlude,1.0
Nagisa no Brazilian,Road without Road,1.0
Nagisa no Brazilian,Akai Fuusen,1.0
Oto no Symphony,It's All About You feat. Sirup,1.0
Oto no Symphony,Paripari Party,1.0
Oto no Symphony,Sprechchor,1.0
Oto no Symphony,Sora no Ocarina,1.0
Oto no Symphony,Your Rhapsody,1.0
Oto no Symphony,Bremen,1.0
Oto no Symphony,Tooi Sekai ni,1.0
Oto no Symphony,Kiss My Cheek,1.0
Magical Love Potion!,Tatehoko Tsubasa,1.0
Magical Love Potion!,Princess♂,1.0
Magical Love Potion!,Setsuna no Uzu,1.0
Magical Love Potion!,Kokoro to Iu Na no Fukakai,1.0
Magical Love Potion!,Alche Miss Katrina,1.0
Magical Love Potion!,Never Giving Up!,1.0
Magical Love Potion!,Tokimeki,1.0
NoisyCell x Ponkotsu Quest,Gon de Hanta,1.0
NoisyCell x Ponkotsu Quest,Wang Xiong Li Xiong Meiwan Meiliao De Gushi,1.0
NoisyCell x Ponkotsu Quest,Bai Gui Youeryuan 3rd Season,1.0
NoisyCell x Ponkotsu Quest,Taiko no Tatsujin Anime Ba-Jon!,1.0
Off Stage,Yuu no Mahou,1.0
Aozora,Yuu no Mahou,1.0
Pop in Q Dance MV,Yuu no Mahou,1.0
Pop in Q Dance MV,Hiromi,1.0
HuGoo.n no Hug Hug Song,Yuu no Mahou,1.0
Meryuu,Yuu no Mahou,1.0
Hikari no Akuma,Yuu no Mahou,1.0
Hikari no Akuma,Kami nomi zo Shiru Sekai: Nonstop!! Hunters,1.0
Soratobu Kujira,Yuu no Mahou,1.0
Soratobu Kujira,Shout Our Evidence!,1.0
Tofu,Yuu no Mahou,1.0
Ookina Furudokei (2002),Yuu no Mahou,1.0
Ookina Furudokei (2002),Gekka Bijin (Music),1.0
Sphere,Yuu no Mahou,1.0
Sphere,Force Live,1.0
Kimi wa Tennen Shoku,Yuu no Mahou,1.0
Kimi wa Tennen Shoku,Seven Count,1.0
Chunchun World: Ogenki Taisou,Yuu no Mahou,1.0
Chunchun World: Ogenki Taisou,Akai Fuusen,1.0
Chunchun World: Ogenki Taisou,Agitation!,1.0
Chunchun World: Ogenki Taisou,Running in the Dark,1.0
Chunchun World: Ogenki Taisou,Baby Tayo Dong-yo 2,1.0
Otome*Domain The Animation,Kokuhaku……,1.0
Otome*Domain The Animation,Love Me: Kaede to Suzu The Animation,1.0
Otome*Domain The Animation,Boku to Joi no Shinsatsu Nisshi The Animation,1.0
Zero Seiki Movie 2: Herlock,Godzilla 3: Hoshi wo Kuu Mono,1.0
Super Mario no Shouboutai,Kero Kero Keroppi no Tomodachi wa Mahoutsukai,1.0
Mofu☆Mofu OVA,Kero Kero Keroppi no Tomodachi wa Mahoutsukai,1.0
Lostorage Conflated WIXOSS: Missing Link,Ganbare! Ko Zou no Koutsuu Anzen Patrol-tai,1.0
Lostorage Conflated WIXOSS: Missing Link,Mary Bell no Hi no Youjin: Guratto Kitara Dousuru,1.0
Kaijuu,Bucket no Ana,1.0
Mousou Kanshou Daishou Renmei feat. Hatsune Miku,Bucket no Ana,1.0
Nevereverland,Bucket no Ana,1.0
"I ""Witch"" You A Happy Halloween!",Bucket no Ana,1.0
"I ""Witch"" You A Happy Halloween!",Papa to Anata no Kageboushi,1.0
Tokyo Lights,Bucket no Ana,1.0
Tokyo Lights,Super Nova Revolu5tar,1.0
Fondant Step,Bucket no Ana,1.0
Umi Yori Fukai Sora no Shita,Bucket no Ana,1.0
Umi Yori Fukai Sora no Shita,Heat Meat Up: Kokusan Sengen,1.0
Ima,Zassou-kun,1.0
Ima,Salsa Ii na Ii ne,1.0
Ima,Boku to Sakana no Monogatari,1.0
Ima,Family,1.0
Ima,Mister Synthesizer,1.0
Ima,Watashi wa Saikyou,1.0
Ima,Time Trip wa Ginza nite,1.0
Ima,Ruby,1.0
Amefuri Kuma no Ko,Polka Dot,1.0
Anger,Polka Dot,1.0
Raison d'être,Polka Dot,1.0
Cotton Candy Ei-Ei-Oh!,Polka Dot,1.0
Air Folktale,Polka Dot,1.0
Air Folktale,Yomadoiko,1.0
Air Folktale,Wish You Luck,1.0
Blueprint,Polka Dot,1.0
TOMORROW EViDENCE,Polka Dot,1.0
TOMORROW EViDENCE,Felicia,1.0
TOMORROW EViDENCE,Que Sera Sera Kisoukyoku,1.0
TOMORROW EViDENCE,Tatoeba,1.0
TOMORROW EViDENCE,Wish You Luck,1.0
Suna no Wakusei feat. Hatsune Miku,Chameleon,1.0
Tanabata no Oto,Chameleon,1.0
Minna e wo Check!,Chameleon,1.0
Kaze no Organ,Chameleon,1.0
Kaze no Organ,Taiyou to Tsuki no Kodomo-tachi (2018),1.0
Nicky,Chameleon,1.0
Nicky,Hashiri Hajimeta bakari no Kimi ni,1.0
Nicky,Muteki-kyuu*Believer / Mirai Harmony,1.0
Boku wa Hero,Chameleon,1.0
Boku wa Hero,Seven Count,1.0
Boku wa Hero,Baby Tayo Dong-yo 2,1.0
Urban Caravan,Sigh,1.0
Mr.AFFECTiON,Sigh,1.0
Idol Shineitai,Sigh,1.0
Hamigaki Ondo,Sigh,1.0
Survival of the Illest,Sigh,1.0
Survival of the Illest,Showtime,1.0
Minna no Douyou: Warera wa Umi no Ko - Minna de Utau Uta,Sigh,1.0
Jakusha no Sengen,Sigh,1.0
Jakusha no Sengen,Felicia,1.0
Jakusha no Sengen,Otanjoubi Omedetou,1.0
Jakusha no Sengen,Ookina Furudokei (1973),1.0
New Start de Ready Go!,Sigh,1.0
New Start de Ready Go!,Ichiban Kirei na Hoshi,1.0
Kotae wo Dasu no Da,Nagisa no Brazilian,1.0
Kotae wo Dasu no Da,My Wish,1.0
Kotae wo Dasu no Da,Deko Boko Friends Uta: Boku to Kimi,1.0
Kotae wo Dasu no Da,From Tokyo,1.0
Kotae wo Dasu no Da,Bye Bye Rainy,1.0
Kotae wo Dasu no Da,Higashi no Shima ni Kobuta ga Ita,1.0
Kotae wo Dasu no Da,Liella no Uta,1.0
Kotae wo Dasu no Da,Bad Habits,1.0
Kotae wo Dasu no Da,Tsuki ni Hoeru,1.0
Kotae wo Dasu no Da,Nonsense Bungaku (2022),1.0
Kotae wo Dasu no Da,Unison,1.0
Kotae wo Dasu no Da,Parila,1.0
Kotae wo Dasu no Da,We Are Us,1.0
Gaikotsu Shotenin Honda-san,Reizouko no Tsukenosuke!,1.0
Kimari no Nai Kuni,"Tottoko Hamtarou: ""A"" kara ""N"" made Hiragana Asobi",1.0
Cat's Eye Love,Daybreak Interlude,1.0
Machibouke,Daybreak Interlude,1.0
Yoninme no Ousama,Daybreak Interlude,1.0
Kimi ga Mita Sora wa,Daybreak Interlude,1.0
Milabo,Daybreak Interlude,1.0
Milabo,Kotatsu Musume de Teketekete,1.0
Ame ga Sora kara Fureba,Daybreak Interlude,1.0
Ame ga Sora kara Fureba,My Wish,1.0
Ame ga Sora kara Fureba,Akogare Ranraran,1.0
It'll Be Fine!,Daybreak Interlude,1.0
Mister Synthesizer,Daybreak Interlude,1.0
Mister Synthesizer,Ima,1.0
Na mo Nai Hana no Youni,Kotatsu Musume de Teketekete,1.0
Dokidoki Dream!!!,Kotatsu Musume de Teketekete,1.0
Hajimari no Senaka,Kotatsu Musume de Teketekete,1.0
Hajimari no Senaka,Lost,1.0
Saturn,Kotatsu Musume de Teketekete,1.0
CR Anthem,Kotatsu Musume de Teketekete,1.0
Mahou no Ryouri: Kimi kara Kimi e,Hashiri Hajimeta bakari no Kimi ni,1.0
Marine Dreamin' (2017),Hashiri Hajimeta bakari no Kimi ni,1.0
Stand Up! Blaze Up!,Hashiri Hajimeta bakari no Kimi ni,1.0
Kita no Kaze to Taiyou to,Hashiri Hajimeta bakari no Kimi ni,1.0
Over Heart,Hashiri Hajimeta bakari no Kimi ni,1.0
Chameleon Syndrome,Hashiri Hajimeta bakari no Kimi ni,1.0
Fukenkou Shakai,Hashiri Hajimeta bakari no Kimi ni,1.0
Gekkou,Felicia,1.0
Gekkou,Minna no Douyou: Shabondama - Oyako de Utau Uta,1.0
Yaranakya Ikenai Koto Bakari,Felicia,1.0
Yaranakya Ikenai Koto Bakari,Teleport,1.0
Yaranakya Ikenai Koto Bakari,Agitation!,1.0
Yaranakya Ikenai Koto Bakari,Kako ni Torawareteiru,1.0
Kotoba Uta,Felicia,1.0
Universe (2016),Felicia,1.0
Kokoro to Iu Na no Fukakai,Felicia,1.0
Kokoro to Iu Na no Fukakai,Otanjoubi Omedetou,1.0
Kokoro to Iu Na no Fukakai,Magical Love Potion!,1.0
Kokoro to Iu Na no Fukakai,Showtime,1.0
Kokoro to Iu Na no Fukakai,Wish You Luck,1.0
Kokoro to Iu Na no Fukakai,Seven Count,1.0
Role-Playing Game,Felicia,1.0
Anata Yuzuri,Felicia,1.0
DeDeDe,Felicia,1.0
DeDeDe,Saikai,1.0
Kurayami,Felicia,1.0
Kurayami,Ichiban Kirei na Hoshi,1.0
Kurayami,Super Nova Revolu5tar,1.0
Kurayami,Hello Kitty-tachi to Utaou! Kodomo no Uta: Mary-san no Hitsuji,1.0
Kurayami,Baby Tayo Dong-yo 2,1.0
Love My Friends,Felicia,1.0
Love My Friends,Te wo Tsunaide Arukou,1.0
Love My Friends,Showtime,1.0
Itowanai feat. Miyu Tomita ＆ Kana Ichinose,Felicia,1.0
Itowanai feat. Miyu Tomita ＆ Kana Ichinose,Te wo Tsunaide Arukou,1.0
Itowanai feat. Miyu Tomita ＆ Kana Ichinose,Running in the Dark,1.0
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,Tian Xin Ge Ge: Huanbao Xilie,1.0
Kidou Senshi Gakuen: Kaettekita G-Reco Koushien,Tian Xin Ge Ge: Huanbao Xilie,1.0
MahoYome: Aisatsu,McDull: Kuaile Di Tan,1.0
MahoYome: Aisatsu,Chengzi Gushi,1.0
MahoYome: Aisatsu,Sawai Seiyaki Kabushikigaisha CMs,1.0
Morimori Shima no Mogu to Perol,Sawai Seiyaki Kabushikigaisha CMs,1.0
Morimori Shima no Mogu to Perol,Roll,1.0
Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,Hakusai Anime Bangai-hen,1.0
Adachi to Shimamura Mini Anime,Hakusai Anime Bangai-hen,1.0
Neko Neko Gong Show,Zhuang Chen Fan Dou Zhan Che,1.0
Neko Neko Gong Show,Gaoxiao de Ai Lun,1.0
Neko Neko Gong Show,Be Rockin',1.0
Xingfu Lushang (ONA),Zhuang Chen Fan Dou Zhan Che,1.0
Sharedol,Zhuang Chen Fan Dou Zhan Che,1.0
Bloomy*Cafe,Zhuang Chen Fan Dou Zhan Che,1.0
Bloomy*Cafe,Pole Princess!! Prologue,1.0
Bloomy*Cafe,Honoo to Mori no Carnival,1.0
Bloomy*Cafe,Pokemon-tachi to Asobou!,1.0
Bloomy*Cafe,Rescue Tayo,1.0
Koisuru Asteroid: KiraKira Zoukan-gou,Gaoxiao de Ai Lun,1.0
Koisuru Asteroid: KiraKira Zoukan-gou,You Bei Zaojiao Zongdongyuan,1.0
Koisuru Asteroid: KiraKira Zoukan-gou,Zhi Duoduo Qihuan Xingkong Zhi Lu,1.0
Koisuru Asteroid: KiraKira Zoukan-gou,Kepu Zhongguo: Xiao Po Hai Jindu Xilie,1.0
Koisuru Asteroid: KiraKira Zoukan-gou,Nanjamo no Aibou wa Nanimono nanja!? (Donna Monja TV),1.0
Hamaneko,Minimini TV CM,1.0
Kimagure Mercy,Hiromi,1.0
Crack,Hiromi,1.0
Crack,Shounen,1.0
Negative Shinkaron feat. Hatsune Miku,Hiromi,1.0
Mushiba no Kodomo no Tanjoubi,Hiromi,1.0
Bremen no Muppet Musician,Hiromi,1.0
Discomyu Seijin,Hiromi,1.0
Matsumotokiyoshi x Osomatsu-san,Tu Chao Bang,1.0
Matsumotokiyoshi x Osomatsu-san,Shoujo☆Conto All Starlight,1.0
Yumearu Ugoku Ehon,Kuang Shen Mo Zun,1.0
Yumearu Ugoku Ehon,Arifureta Shokugyou de Sekai Saikyou: Prologue,1.0
Yoi Kono Tanoshii Christmas,Aki Monogatari,1.0
Yoi Kono Tanoshii Christmas,Mera Mera,1.0
Yoi Kono Tanoshii Christmas,Kruel Kreator,1.0
Yoi Kono Tanoshii Christmas,Mou Sukoshi dake,1.0
Yoi Kono Tanoshii Christmas,Fake Land,1.0
Yoi Kono Tanoshii Christmas,Muteki-kyuu*Believer / Mirai Harmony,1.0
Capsule Samurai,Xiong Chumo,1.0
VTuber Nandaga Haishin Kiri Wasuretara Densetsu ni Natteta,Xiong Chumo,1.0
Happy☆Twinkle,Sora e,1.0
Osomatsu-san Short Film Series 2nd Season,Mahou Shoujo Lyrical Nanoha A's Picture Drama,1.0
Pokemon Diamond & Pearl: Clip Show,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,0.8
Aware! Meisaku-kun: Oronamin C,Owaranai Seraph: Nagoya-hen,1.0
Oyasumi Sex,Swing Out Sisters,1.0
Imouto Paradise! 3 The Animation,Swing Out Sisters,1.0
Imouto Paradise! 3 The Animation,Mokkai Shiyo?,1.0
Daisuki na Mama,Swing Out Sisters,1.0
That Is How I Roll!,Downloader,1.0
Chou Rock The Party,Downloader,1.0
Chou Rock The Party,Que Sera Sera Kisoukyoku,1.0
Pokemon Movie 21: Minna no Monogatari,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,0.83
Break Go!Ga!,#Compass,1.0
Break Go!Ga!,Pole Princess!! Prologue,1.0
Break Go!Ga!,Love Live! School Idol Festival All Stars,1.0
Pokemon Scarlet Violet,Pole Princess!! Prologue,1.0
Pokemon Scarlet Violet,Honoo to Mori no Carnival,1.0
Boku to Sakana no Monogatari,Ima,1.0
Ruby,Ima,1.0
Family,Ima,1.0
Family,Black'n White Jammin' Cats,1.0
Salsa Ii na Ii ne,Ima,1.0
Zassou-kun,Ima,1.0
Season's Greetings from dwarf,Green Dakara x Bakemono no Ko,1.0
Kensaku to Enjin no Christmas,Green Dakara x Bakemono no Ko,1.0
Shaonian A Xing,Green Dakara x Bakemono no Ko,1.0
BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!,Green Dakara x Bakemono no Ko,1.0
Shippo no Kimochi,Suki Datta (Hazu Datta),1.0
Circus,Limits,1.0
Circus,Haita,1.0
Circus,Curry Meshi in Miracle,1.0
Circus,Shissou Word,1.0
Circus,Qualia,1.0
Circus,Bytheway Dance,1.0
Circus,Replay,1.0
Circus,Gunjou Sanka,1.0
Circus,Hand,1.0
Circus,Daisy Blue,1.0
Circus,Churazima,1.0
Circus,Deaerutte Ii ne,1.0
Circus,Play Dice!,1.0
Circus,Sarashimono,1.0
Circus,Hitori Iro,1.0
Tottoko Hamtarou: Best Hit Ham-chan'zu Music Clip,Black'n White Jammin' Cats,1.0
Soumatou,Black'n White Jammin' Cats,1.0
Soumatou,Hollowness,1.0
Soumatou,Yume Kyuukou de 15-bu,1.0
Dreamless Dreams,Black'n White Jammin' Cats,1.0
We are Bulletproof: The Eternal,Black'n White Jammin' Cats,1.0
Kan Saete Kuyashii wa,Black'n White Jammin' Cats,1.0
Princess♂,Black'n White Jammin' Cats,1.0
Princess♂,Magical Love Potion!,1.0
Cocktail Prince: Shaking Night!!,Tanjoubi no Chachacha,1.0
Rikaisha,Tanjoubi no Chachacha,1.0
Kurage Nasu,Tanjoubi no Chachacha,1.0
Jungle Dance,Tanjoubi no Chachacha,1.0
Yakou wo Yobu,Tanjoubi no Chachacha,1.0
Yakou wo Yobu,Otanjoubi Omedetou,1.0
Yakou wo Yobu,Kawa wa Dare no Mono?,1.0
Aitsura Zenin Dousoukai,Tanjoubi no Chachacha,1.0
Hakodate Musical,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,1.0
Sara Ke Puccho,"Shiro no Kanga""roo"" no Uta",1.0
Sara Ke Puccho,Zheng Zai Jiang Gush: Shi Er Shengxiao,1.0
Sara Ke Puccho,Propo Dance!,1.0
Sara Ke Puccho,Xiao Shiye Ketang: Yangsheng Pian,1.0
Sara Ke Puccho,Fastening Days 4,1.0
Kirin Gogo no Koucha x BanG Dream! Collab Animation CM Koukai!,Fastening Days 4,1.0
Kirin Gogo no Koucha x BanG Dream! Collab Animation CM Koukai!,Pi Pi Lixian Ji,1.0
Kirin Gogo no Koucha x BanG Dream! Collab Animation CM Koukai!,Momoking Wei Ke,1.0
Outsider:Requiem,My Wish,1.0
Baumkuchen End,My Wish,1.0
Tokyo Autumn Session,My Wish,1.0
"Dear. Mr ""F""",My Wish,1.0
Iroha Matsuri,My Wish,1.0
Iroha Matsuri,Shout Our Evidence!,1.0
Xmas Song,Ichiban Kirei na Hoshi,1.0
Juntoumei Shounen,Ichiban Kirei na Hoshi,1.0
Ookina Onaka,Ichiban Kirei na Hoshi,1.0
Kanchigaisei Han Kiboushou feat. Hatsune Miku,Ichiban Kirei na Hoshi,1.0
Comet,Ichiban Kirei na Hoshi,1.0
Beelzebuz,Ichiban Kirei na Hoshi,1.0
Beelzebuz,Heat Meat Up: Kokusan Sengen,1.0
Boku wa Kyou mo,Ichiban Kirei na Hoshi,1.0
Lagtrain,Ichiban Kirei na Hoshi,1.0
Lagtrain,Saikai,1.0
Oyasumi,Ichiban Kirei na Hoshi,1.0
Oyasumi,Mirai no Hito e,1.0
Kamisama no Idenshi,Ichiban Kirei na Hoshi,1.0
